No.,正誤,分野名,大分類,中分類,出典
28,○,マネジメント系,サービスマネジメント,サービスマネジメント,"=HYPERLINK(""http://www.ap-siken.com/kakomon/29_aki/q55.html"",""平成29年秋期 問55"")"
29,○,マネジメント系,サービスマネジメント,サービスマネジメント,"=HYPERLINK(""http://www.ap-siken.com/kakomon/29_aki/q57.html"",""平成29年秋期 問57"")"
30,○,マネジメント系,サービスマネジメント,システム監査,"=HYPERLINK(""http://www.ap-siken.com/kakomon/29_aki/q60.html"",""平成29年秋期 問60"")"
31,○,ストラテジ系,システム戦略,システム戦略,"=HYPERLINK(""http://www.ap-siken.com/kakomon/29_aki/q62.html"",""平成29年秋期 問62"")"
32,○,ストラテジ系,システム戦略,システム戦略,"=HYPERLINK(""http://www.ap-siken.com/kakomon/29_aki/q63.html"",""平成29年秋期 問63"")"
33,×,ストラテジ系,システム戦略,システム企画,"=HYPERLINK(""http://www.ap-siken.com/kakomon/29_aki/q65.html"",""平成29年秋期 問65"")"
34,○,ストラテジ系,経営戦略,経営戦略マネジメント,"=HYPERLINK(""http://www.ap-siken.com/kakomon/29_aki/q67.html"",""平成29年秋期 問67"")"
35,×,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""http://www.ap-siken.com/kakomon/29_aki/q70.html"",""平成29年秋期 問70"")"
36,○,ストラテジ系,経営戦略,ビジネスインダストリ,"=HYPERLINK(""http://www.ap-siken.com/kakomon/29_aki/q72.html"",""平成29年秋期 問72"")"
37,○,ストラテジ系,経営戦略,ビジネスインダストリ,"=HYPERLINK(""http://www.ap-siken.com/kakomon/29_aki/q73.html"",""平成29年秋期 問73"")"
38,×,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""http://www.ap-siken.com/kakomon/29_aki/q75.html"",""平成29年秋期 問75"")"
39,×,ストラテジ系,企業と法務,法務,"=HYPERLINK(""http://www.ap-siken.com/kakomon/29_aki/q78.html"",""平成29年秋期 問78"")"
40,○,ストラテジ系,企業と法務,法務,"=HYPERLINK(""http://www.ap-siken.com/kakomon/29_aki/q80.html"",""平成29年秋期 問80"")"
 
